publication,category,language,website,email,phone,fax,address,city,province_state,zip_postal_code,country,subscribe,facebook,twitter,instagram,youtube
Kayak Magazine,canoeing_&_kayaking_publications,,www.kayakmagazine.com,,,,,,,,,,,,,
KC Magazine,canoeing_&_kayaking_publications,,www.sofcom.com.au/mall/canoe,,,,,,,,,,,,,
Native Watercraft Society,canoeing_&_kayaking_publications,,www.mixweb.com/nativewater,,,,,,,,,,,,,
Pacific Paddler,canoeing_&_kayaking_publications,,www.pacificpaddler.com,,,,,,,,,,,,,
Pack & Paddle,canoeing_&_kayaking_publications,,www.packandpaddlemagazine.com,,,,,,,,,,,,,
Paddler Magazine,canoeing_&_kayaking_publications,,www.paddlermagazine.com,,,,,,,,,,,,,
Paddling Life Magazine,canoeing_&_kayaking_publications,,www.paddlinglife.net,,,,,,,,,,,,,
Rapid Magazine,canoeing_&_kayaking_publications,,www.rapidmagazineinc.com,,,,,,,,,,,,,
River,canoeing_&_kayaking_publications,,www.rivermag.com,,,,,,,,,,,,,
Sea Kayaker Magazine,canoeing_&_kayaking_publications,,www.seakayakermag.com,,,,,,,,,,,,,
Sea Paddler Magazine,canoeing_&_kayaking_publications,,www.user.itl.net/~kmansell/SeaPaddler.html,,,,,,,,,,,,,
The Salty Dog,canoeing_&_kayaking_publications,,www.seakayaker.com,,,,,,,,,,,,,
WaterTribe Magazine,canoeing_&_kayaking_publications,,www.watertribe.com,,,,,,,,,,,,,
Wave-Length Paddling Magazine,canoeing_&_kayaking_publications,,www.wavelengthmagazine.com,,,,,,,,,,,,,
WetDawg.com,canoeing_&_kayaking_publications,,www.wetdawg.com,,,,,,,,,,,,,
Wooden Canoe Journal,canoeing_&_kayaking_publications,,www.wcha.org/wcj/index.html,,,,,,,,,,,,,
Bunte,celebrity_publications,,www.bunte.de,,,,,,,,Germany,,,,,
Celeb Slap,celebrity_publications,,www.celebslap.com,,,,,,,,,,,,,
Celebrity Babylon,celebrity_publications,,www.celebritybabylon.com,,,,,,,,,,,,,
Celebrity Gossip,celebrity_publications,,www.celebritygossip.com,,,,,,,,US,,,,,
Celebrity Hairstyles,celebrity_publications,,www.celebrity-hair-styles-magazine.com,,,,,,,,,,,,,
Celebrity Ink,celebrity_publications,,www.diskotech.com/celeb.htm,,,,,,,,,,,,,
Celebrity Rumors,celebrity_publications,,www.celebrityrumors.com,,,,,,,,,,,,,
Celebrity Sleuth,celebrity_publications,,www.csleuth.com,,,,,,,,,,,,,
Celebrity Spray,celebrity_publications,,www.celebrityspray.com,,,,,,,,,,,,,
Celebrity Week,celebrity_publications,,www.celebrityweek.com,,,,,,,,,,,,,
Celebs Evolution,celebrity_publications,,www.celebsevolution.com,,,,,,,,,,,,,
Chi,celebrity_publications,,www.mondadori.it/periodici/index.html,,,,,,,,Italy,,,,,
Company Magazine,celebrity_publications,,www.company.co.uk,,,,,,,,UK,,,,,
Daily Candy,celebrity_publications,,www.dailycandy.com,,,,,,,,,,,,,
Daily Snack,celebrity_publications,,www.dailysnack.com,,,,,,,,,,,,,
DREAM,celebrity_publications,,www.dreamgeo.com,,,,,,,,,,,,,
E! Online,celebrity_publications,,www.eonline.com,,,,,,,,US,,,,,
East Touch,celebrity_publications,,www.easttouch.com.hk,,,,,,,,Hong Kong,,,,,
Entertainment Big Mouth,celebrity_publications,,www.ebigmouth.com,,,,,,,,,,,,,
Entertainment Lane,celebrity_publications,,www.vt.edu:10021/J/jreckmey,,,,,,,,,,,,,
Entertainment Weekly,celebrity_publications,,www.ew.com,,,,,,,,,,,,,
Essence,celebrity_publications,,www.essence.com,,,,,,,,,,,,,
Etonline.com: Celebrities,celebrity_publications,,www.etonline.com/celebrities,,,,,,,,,,,,,
Fama,celebrity_publications,,www.famaweb.com,,,,,,,,,,,,,
Female First,celebrity_publications,,www.femalefirst.co.uk,,,,,,,,UK,,,,,
Gente,celebrity_publications,,www.gente.com.ar,,,,,,,,Italy,,,,,
Giant,celebrity_publications,,www.giantmag.com,,,,,,,,,,,,,
Glamour Magazine,celebrity_publications,,www.glamourmagazine.co.uk,,,,,,,,UK,,,,,
Globe,celebrity_publications,,www.globamagazine.com,,,,,,,,,,,,,
Gossip Feast,celebrity_publications,,www.gossipfeast.com,,,,,,,,,,,,,
GossipSauce,celebrity_publications,,www.gossipsauce.com,,,,,,,,,,,,,
Hello! Magazine,celebrity_publications,,www.hellomagazine.com,,,,,,,,UK,,,,,
Hollywood Rag,celebrity_publications,,www.hollywoodrag.com,,,,,,,,,,,,,
Holy Moly,celebrity_publications,,www.holymoly.com,,,,,,,,UK,,,,,
In Touch Weekly,celebrity_publications,,www.intouchweekly.hollywood.com,,,,,,,,,,,,,
Inside,celebrity_publications,,www.inside.com,,,,,,,,,,,,,
InStyle Magazine,celebrity_publications,,www.instyle.com,,,,,,,,,,,,,
Interview Magazine,celebrity_publications,,www.interviewmagazine.com,,,,,,,,,,,,,
J-14 Magazine,celebrity_publications,,www.j14.com,,,,,,,,,,,,,
Life & Style Weekly,celebrity_publications,,www.lifeandstylemag.hollywood.com,,,,,,,,,,,,,
LimeLife,celebrity_publications,,www.limelife.com,,,,,,,,,,,,,
Los Angeles Confidential,celebrity_publications,,www.la-confidential-magazine.com,,,,,,,,,,,,,
Los Angeles Film and Music,celebrity_publications,,www.lafm.com,,,,,,,,,,,,,
MediaTakeOut.com,celebrity_publications,,www.mediatakeout.com,,,,,,,,,,,,,
Moving Pictures,celebrity_publications,,www.movingpicturesmagazine.com,,,,,,,,,,,,,
National Enquirer,celebrity_publications,,www.nationalenquirer.com,,,,,,,,US,,,,,
National Examiner,celebrity_publications,,www.nationalexaminer.com,,,,,,,,US,,,,,
Nikki Style,celebrity_publications,,www.nikkistyle.com,,,,,,,,,,,,,
Now Magazine,celebrity_publications,,www.nowmagazine.co.uk,,,,,,,,UK,,,,,
OK!,celebrity_publications,,www.ok-magazine.com,,,,,,,,,,,,,
OK! (UK),celebrity_publications,,www.ok.co.uk,,,,,,,,UK,,,,,
OMG!,celebrity_publications,,www.omg.yahoo.com,,,,,,,,US,,,,,
Parade Magazine,celebrity_publications,,www.parade.com,,,,,,,,,,,,,
People Magazine,celebrity_publications,,www.people.com,,,,,,,,US,,,,,
PixelSurgeon,celebrity_publications,,www.pixelsurgeon.com,,,,,,,,,,,,,
PopMatters,celebrity_publications,,www.popmatters.com,,,,,,,,,,,,,
PopSugar,celebrity_publications,,www.popsugar.com,,,,,,,,,,,,,
Radar,celebrity_publications,,www.radaronline.com,,,,,,,,,,,,,
Scandalist,celebrity_publications,,www.scandalist.com,,,,,,,,,,,,,
Soap Opera Digest,celebrity_publications,,www.soapoperadigest.com,,,,,,,,US,,,,,
Soap Opera Weekly,celebrity_publications,,www.soapoperadigest.com,,,,,,,,US,,,,,
Star Magazine,celebrity_publications,,www.starmagazine.com,,,,,,,,,,,,,
Tatler,celebrity_publications,,www.tatler.co.uk,,,,,,,,UK,,,,,
The Hollywood Gossip,celebrity_publications,,www.thehollywoodgossip.com,,,,,,,,,,,,,
The Insider,celebrity_publications,,www.theinsider.com,,,,,,,,,,,,,
The People,celebrity_publications,,www.people.co.uk,,,,,,,,UK,,,,,
The Stage,celebrity_publications,,www.thestage.co.uk,,,,,,,,UK,,,,,
TheCelebrityCafe.com,celebrity_publications,,www.thecelebritycafe.com,,,,,,,,,,,,,
TMZ.com,celebrity_publications,,www.tmz.com,,,,,,,,,,,,,
Tribute Magazine,celebrity_publications,,www.tribute.ca,,,,,,,,Canada,,,,,
Urban75,celebrity_publications,,www.urban75.com,,,,,,,,UK,,,,,
US Weekly Magazine,celebrity_publications,,www.usmagazine.com,,,,,,,,US,,,,,
Vanity Fair,celebrity_publications,,www.vanityfair.com,,,,,,,,,,,,,
Voici,celebrity_publications,,www.voici.fr,,,,,,,,France,,,,,
Watch!,celebrity_publications,,www.cbswatchmagazine.com,,,,,,,,US,,,,,
Yuddy.com,celebrity_publications,,www.yuddy.com,,,,,,,,,,,,,
ZackTaylor.ca,celebrity_publications,,www.zacktaylore.ca,,,,,,,,Canada,,,,,
Be Safe Child,child_safety_publications,,www.besafechild.com,,,,,,,,,,,,,
Brighter Futures,child_safety_publications,,www.childsafety.qld.gov.au,,,,,,,,Australia,,,,,
Child Safety Magazine,child_safety_publications,,www.safekid.org/magazine.htm,,,,,,,,,,,,,
Frederick's Child,child_safety_publications,,www.frederickschild.com,,,,,,,,,,,,,
Healthy Child,child_safety_publications,,www.healthychild.net,,,,,,,,,,,,,
Indianchild.com,child_safety_publications,,www.indianchild.com,,,,,,,,,,,,,
Mommies,child_safety_publications,,www.mommiesmagazine.com,,,,,,,,,,,,,
Parenting,child_safety_publications,,www.the-parenting-magazine.com,,,,,,,,,,,,,
Parents,child_safety_publications,,www.parents.com,,,,,,,,,,,,,
SAFE Magazine,child_safety_publications,,www.childfind.mb.ca/app/en/safe_mag,,,,,,,,Canada,,,,,
Upstart,child_safety_publications,,www.upstartmag.co.nz,,,,,,,,New Zealand,,,,,
Beckett,collector_card_publications,,www.beckett.com,,,,,,,,,,,,,
Card Times,collector_card_publications,,www.cardmine.co.uk,,,,,,,,UK,,,,,
Sports Collectors Digest,collector_card_publications,,www.sportscollectorsdigest.com,,,,,,,,,,,,,
Trading Card Hobbyist,collector_card_publications,,www.tradingcardhobbyist.com,,,,,,,,,,,,,
Tuff Stuff,collector_card_publications,,www.tuffstuff.com,,,,,,,,,,,,,
Bates: The Alumni Magazine,college_&_university_alumni_publications,,www.bates.edu/pubs/amg,,,,,,,,,,,,,
Bryn Mawr Alumnae Bulletin,college_&_university_alumni_publications,,www.brynmawr.edu/Alumnae/bulletin/home.htm,,,,,,,,,,,,,
Colby Magazine,college_&_university_alumni_publications,,www.colby.edu/colby.mag,,,,,,,,,,,,,
Cornell Magazine,college_&_university_alumni_publications,,www.cornell-magazine.cornell.edu,,,,,,,,,,,,,
Emory Magazine,college_&_university_alumni_publications,,www.emory.edu/emory_magazine,,,,,,,,,,,,,
Franklin & Marshall Magazine,college_&_university_alumni_publications,,www.collegerelations.fandm.edu/magazine,,,,,,,,,,,,,
Georgia Tech Alumni Magazine,college_&_university_alumni_publications,,www.gtallumni.org/news/magazine/win00,,,,,,,,,,,,,
Harvard University - 02138,college_&_university_alumni_publications,,www.01238mag.com,,,,,,,,,,,,,
Ithaca College Quarterly,college_&_university_alumni_publications,,www.ithaca.edu/publications/icq,,,,,,,,,,,,,
Johns Hopkins Magazine,college_&_university_alumni_publications,,www.jhu.edu/~jhumag,,,,,,,,,,,,,
Melbourne University Magazine,college_&_university_alumni_publications,,www.unimelb.edu.au/alumni/mum,,,,,,,,Australia,,,,,
Oberlin Alumni Magazine,college_&_university_alumni_publications,,www.oberlin.edu/~alummag/alum_mag.html,,,,,,,,,,,,,
Princeton Alumni Weekly,college_&_university_alumni_publications,,www.princeton.edu/~paw,,,,,,,,,,,,,
Seattle University,college_&_university_alumni_publications,,www.seattleu.edu/sunonline,,,,,,,,,,,,,
Swathmore College Bulletin,college_&_university_alumni_publications,,www.swathmore.edu/bulletin,,,,,,,,,,,,,
The Pennsylvania Gazette,college_&_university_alumni_publications,,www.upenn.edu/gazette,,,,,,,,,,,,,
"University of California, Santa Cruz Review",college_&_university_alumni_publications,,www.review.ucsc.edu,,,,,,,,,,,,,
University of North Carolina Alumni Review,college_&_university_alumni_publications,,www.alumni.unc.edu/car,,,,,,,,,,,,,
University of Washington - Columns Magazine,college_&_university_alumni_publications,,www.washington.edu/alumni/columns,,,,,,,,,,,,,
Virginia Tech Magazine,college_&_university_alumni_publications,,www.vtmagazine.vt.edu,,,,,,,,,,,,,
Yale Alumnie Magazine,college_&_university_alumni_publications,,www.yalealumnimagazine.com,,,,,,,,,,,,,
Black Collegian,college_&_university_eduction_publications,,www.blackcollegian.com,,,,,,,,,,,,,
Boston College - Stylus,college_&_university_eduction_publications,,www.infoeagle.bc.edu/bc_org/svp/st_org/stylus,,,,,,,,US,,,,,
Campus Circle,college_&_university_eduction_publications,,www.campuscircle.net,,,,,,,,,,,,,
Charles University,college_&_university_eduction_publications,,www.ikaros.ff.cuni.cz,,,,,,,,,,,,,
Clack College Wire,college_&_university_eduction_publications,,www.blackcollegewire.org,,,,,,,,,,,,,
CO-ED Magazine,college_&_university_eduction_publications,,www.co-edmagazine.com,,,,,,,,,,,,,
College Bound Magazine,college_&_university_eduction_publications,,www.collegebound.net,,,,,,,,,,,,,
College News,college_&_university_eduction_publications,,www.collegenews.com,,,,,,,,,,,,,
College Parent Magazine,college_&_university_eduction_publications,,www.collegeparenting.com,,,,,,,,,,,,,
CollegeNews.org,college_&_university_eduction_publications,,www.collegenews.org,,,,,,,,,,,,,
Collegiate Standard,college_&_university_eduction_publications,,www.collegiatestandard.com,,,,,,,,,,,,,
Columbia University - 21stC,college_&_university_eduction_publications,,www.columbia.edu/cu/21stc,,,,,,,,US,,,,,
Columbia University - Sister,college_&_university_eduction_publications,,www.columbia.edu/cu/sister,,,,,,,,US,,,,,
Columbia University - The Observer,college_&_university_eduction_publications,,www.columbia.edu/cu/observer,,,,,,,,US,,,,,
Community College Week,college_&_university_eduction_publications,,www.ccweek.com,,,,,,,,,,,,,
Cornell - Cornell Alumni Magazine,college_&_university_eduction_publications,,www.cornell-magazine.cornell.edu,,,,,,,,US,,,,,
Cornell - Cornell Review,college_&_university_eduction_publications,,www.cornellreview.org,,,,,,,,US,,,,,
Cornell - Cornell Sun,college_&_university_eduction_publications,,www.cornellsun.com,,,,,,,,US,,,,,
Cornell - Cornell University Press,college_&_university_eduction_publications,,www.cornellpress.cornell.edu,,,,,,,,US,,,,,
Cornell - Icarus,college_&_university_eduction_publications,,www.icarus.cornell.edu,,,,,,,,US,,,,,
Cornell - University News Service,college_&_university_eduction_publications,,www.news.cornell.edu,,,,,,,,US,,,,,
C-Web,college_&_university_eduction_publications,,www.enn2.com/cweb.htm,,,,,,,,,,,,,
Davidson College,college_&_university_eduction_publications,,www.davidson.edu/student/organizations/libertas/libertas.html,,,,,,,,,,,,,
Diverse: Issues in Higher Education,college_&_university_eduction_publications,,www.diverseeducation.com,,,,,,,,,,,,,
Duquesne University - Juris,college_&_university_eduction_publications,,www.juris.duq.edu,,,,,,,,,,,,,
Florida Leader,college_&_university_eduction_publications,,www.floridaleader.com,,,,,,,,,,,,,
Georgetown University - Georgetown Voice,college_&_university_eduction_publications,,www.georgetownvoice.com,,,,,,,,US,,,,,
Harvard University - Harvard Magazine,college_&_university_eduction_publications,,www.harvard-magazine.com,,,,,,,,US,,,,,
Iowa State University - Iowa State Daily,college_&_university_eduction_publications,,www.iowastatedaily.com,,,,,,,,US,,,,,
Iowa State University - Iowa State University Press,college_&_university_eduction_publications,,www.isupress.edu,,,,,,,,US,,,,,
Iowa State University - WOI 640 and 90.1,college_&_university_eduction_publications,,www.woi.org,,,,,,,,US,,,,,
Kent State University - BURR,college_&_university_eduction_publications,,www.burr.kent.edu,,,,,,,,US,,,,,
MIT - Computer Music Journal,college_&_university_eduction_publications,,www.mitpress.mit.edu/e-journal/computer-music-journal,,,,,,,,US,,,,,
MIT - Mitupv Exchange,college_&_university_eduction_publications,,www.mitupv.mit.edu,,,,,,,,US,,,,,
MIT - Technology Review,college_&_university_eduction_publications,,www.technologyreview.com,,,,,,,,US,,,,,
MIT - The Drama Review,college_&_university_eduction_publications,,www.mitpress.mit.edu/journal-home.tcl?issn=10542043,,,,,,,,US,,,,,
MIT - Thistle,college_&_university_eduction_publications,,www.web.mit.edu/thistle/www,,,,,,,,US,,,,,
New York Times: College,college_&_university_eduction_publications,,www.nytimes.com/college,,,,,,,,,,,,,
Panteion University,college_&_university_eduction_publications,,www.papaki.panteion.gr,,,,,,,,Greece,,,,,
Student Leader,college_&_university_eduction_publications,,www.studentleader.com,,,,,,,,,,,,,
TheWorldJournal.com,college_&_university_eduction_publications,,www.theworldjournal.com,,,,,,,,,,,,,
Trinity College - The Other Voice,college_&_university_eduction_publications,,www.trincoll.edu/~othervoi,,,,,,,,,,,,,
Trinity College - Trincoll Journal,college_&_university_eduction_publications,,www.trincoll.edu/~tj/trincolljournal.html,,,,,,,,,,,,,
U.Magazine,college_&_university_eduction_publications,,www.colleges.comumagazine,,,,,,,,,,,,,
University of Calgary - Vox Magazine,college_&_university_eduction_publications,,www.ucalgary.ca/uofc/students/vox,,,,,,,,Canada,,,,,
University of California - The Nightcap,college_&_university_eduction_publications,,www.nightcap.org,,,,,,,,US,,,,,
University of Geneva,college_&_university_eduction_publications,,www.unige.ch/presse,,,,,,,,Switzerland,,,,,
University of Michigan - Michigan Independent,college_&_university_eduction_publications,,www.umich.edu/~michind,,,,,,,,US,,,,,
University of North Carolina at Chapel Hill - Endeavor Magazine,college_&_university_eduction_publications,,www.research.unc.edu/endeavors,,,,,,,,US,,,,,
University of Notre Dame - Notre Dame Magazine,college_&_university_eduction_publications,,www.nd.edu/~ndmag,,,,,,,,US,,,,,
University of Oregon - Oregon Commentator,college_&_university_eduction_publications,,www.oregoncommentator.com,,,,,,,,US,,,,,
University of Pittsburgh - Pitt Magazine,college_&_university_eduction_publications,,www.pitt.edu/~pittmag,,,,,,,,US,,,,,
Vanderbilt University - Versus,college_&_university_eduction_publications,,www.versusmag.org,,,,,,,,US,,,,,
Washington College - The Collegian,college_&_university_eduction_publications,,www.collegian.washcoll.edu,,,,,,,,US,,,,,
Workplace,college_&_university_eduction_publications,,www.workplace-gsc.com,,,,,,,,,,,,,
Yale Record,college_&_university_eduction_publications,,www.yale.edu/record,,,,,,,,US,,,,,
Campus Reporter,college_&_university_eduction_publications,,,,,,,,,,Germany,,,,,
Brandeis University - Freedom Magazine,college_&_university_humour_publications,,www.freedommagazine.org,,,,,,,,,,,,,
Clark University - WheatBread,college_&_university_humour_publications,,www.wheatbread.com,,,,,,,,,,,,,
Columbia University - Jester,college_&_university_humour_publications,,www.columbia.edu/cu.jester,,,,,,,,US,,,,,
Dartmouth University - Jack-O-Lantern,college_&_university_humour_publications,,www.dartmouth.edu/~jacko,,,,,,,,,,,,,
Georgetown University - Georgetown Voice,college_&_university_humour_publications,,www.georgetownvoice.com,,,,,,,,US,,,,,
Georgetown University - Thunder Müg,college_&_university_humour_publications,,www.thundermug.net,,,,,,,,US,,,,,
Harvard University - Demon Magazine,college_&_university_humour_publications,,www.hcs.harvard.edu/~demon,,,,,,,,US,,,,,
McGill University - The Red Herring,college_&_university_humour_publications,,www.redherring.hm,,,,,,,,Canada,,,,,
Michigan Every Three Weekly (E3W),college_&_university_humour_publications,,www.everythreeweekly.com,,,,,,,,US,,,,,
Ohio University - The Shaft,college_&_university_humour_publications,,www.oushaft.com,,,,,,,,US,,,,,
Princeton University - Princeton Tiger Magazine,college_&_university_humour_publications,,www.princeton.edu/~tigermag,,,,,,,,US,,,,,
Stanford University - Stanford Chaparral,college_&_university_humour_publications,,www.chappie.stanford.edu,,,,,,,,US,,,,,
Syracuse University - Orange Source,college_&_university_humour_publications,,www.orangesource.net,,,,,,,,US,,,,,
"University of California, Berkeley - Heuristic Squelch",college_&_university_humour_publications,,www.squelched.com,,,,,,,,US,,,,,
"University of California, Los Angeles - Anvil Trapeze",college_&_university_humour_publications,,www.anviltrapeze.com,,,,,,,,US,,,,,
"University of Maryland, College Park - Maryland Cow",college_&_university_humour_publications,,www.cownipple.com,,,,,,,,US,,,,,
University of Texas/Texas A&M - Texas Travesty,college_&_university_humour_publications,,www.texastravesty.com,,,,,,,,US,,,,,
Virginia Polytechnic Institute/State University - The Monkey Wrench,college_&_university_humour_publications,,www.vt.edu:10021/org/monkey,,,,,,,,US,,,,,
Yale University - Yale Record,college_&_university_humour_publications,,www.yale.edu/record,,,,,,,,US,,,,,
